f4v,f53v,0.6740088105726872
f11r,f10v,0.5588235294117647
f107r,f113r,0.8652094717668488
f112r,f103v,0.837037037037037
f25v,f25r,0.5654761904761905
f94r,f95r2,0.6740088105726872
f88v,f89v1,0.7443037974683544
f101v2,f88v,0.7721518987341772
f86v4,f85r2,0.7435233160621761
f108v,f111r,0.8443680137575237
f95v2,f25r,0.5976331360946746
f75r,f84r,0.8354978354978355
f30r,f27r,0.70703125
f21v,f15r,0.5795454545454546
f4r,f10v,0.5815217391304348
f42v,f47v,0.7078651685393258
f45v,f5v,0.6267281105990783
f42r,f17v,0.7584097859327217
f68v1,f70v2,0.7435897435897436
f70v2,f72r2,0.7032967032967034
f67r2,f89v2,0.7467105263157895
f73v,f72v1,0.7423728813559322
f87r,f93v,0.7112676056338029
f90v2,f13v,0.6507177033492823
f69v,f72r2,0.7652439024390244
f27r,f11r,0.6341463414634146
f22r,f45r,0.685823754789272
f82v,f80r,0.8078602620087336
f38r,f10v,0.5963855421686747
f67v1,f68r3,0.7288732394366197
f14r,f5v,0.6359447004608295
f17v,f52v,0.72782874617737
f29r,f10v,0.592391304347826
f104r,f114v,0.8517722878625135
f35r,f35v,0.6681034482758621
f11v,f10v,0.5481927710843374
f103v,f79r,0.828395061728395
f51v,f54v,0.6483050847457628
f115r,f104v,0.8469827586206896
f99r,f102r2,0.7758241758241758
f66r,f112r,0.8598014888337469
f70r1,f73r,0.7284768211920529
f115v,f106r,0.8598870056497175
f83v,f77r,0.8221859706362153
f40v,f50v,0.6539923954372624
f10v,f2v,0.5397727272727273
f68r3,f67v1,0.7288732394366197
f76v,f77v,0.8425806451612903
f44v,f20v,0.6774193548387096
f105v,f105r,0.8654073199527745
f113v,f104r,0.8581780538302277
f65v,f10v,0.6011560693641619
f85r2,f86v4,0.7435233160621761
f43v,f46r,0.7512562814070352
f89v1,f88v,0.7443037974683544
f93v,f51v,0.7035573122529645
f38v,f5v,0.5798816568047337
f77v,f81v,0.7884972170686456
f45r,f9r,0.6694560669456067
f81v,f77v,0.7884972170686456
f7v,f11r,0.6415094339622641
f2v,f10v,0.5397727272727273
f111v,f103r,0.856440511307768
f50r,f95r2,0.676
f9v,f25v,0.6176470588235294
f76r,f103v,0.8451417004048583
f23r,f23v,0.672
f29v,f5v,0.6697674418604651
f94v,f48r,0.6818181818181818
f43r,f46r,0.7562814070351759
f72v2,f73r,0.7588075880758808
f46r,f43v,0.7512562814070352
f68r1,f17r,0.708
f85r1,f114v,0.84625
f102v2,f102r2,0.8032036613272311
f24r,f54v,0.7245283018867924
f104v,f115r,0.8469827586206896
f2r,f7r,0.6607142857142857
f3r,f23v,0.7333333333333333
f19r,f10v,0.5888324873096447
f15r,f10v,0.5568181818181818
f68r2,f68r1,0.7256317689530686
f6v,f54r,0.7342657342657343
f95r1,f50v,0.6806083650190115
f40r,f41v,0.6722689075630253
f71r,f72r1,0.6988847583643123
f36v,f37r,0.6308411214953271
f13r,f11r,0.631578947368421
f49r,f7r,0.7104247104247104
f21r,f20v,0.6893939393939394
f102r1,f51v,0.726643598615917
f105r,f114v,0.8587360594795539
f47r,f5v,0.6172248803827751
f86v5,f85r1,0.862116991643454
f54v,f51v,0.6483050847457628
f112v,f103v,0.8481481481481481
f20r,f9r,0.673469387755102
f24v,f23v,0.6964980544747081
f48v,f48r,0.697841726618705
f80v,f78v,0.8298507462686567
f41v,f95v2,0.627906976744186
f56r,f47r,0.6859504132231405
f30v,f10v,0.5858585858585859
f114v,f112r,0.8461538461538461
f14v,f36r,0.6212121212121212
f33r,f95v2,0.6190476190476191
f47v,f47r,0.6517857142857143
f72v1,f73v,0.7423728813559322
f111r,f108v,0.8443680137575237
f44r,f16v,0.6695652173913044
f10r,f16v,0.6410256410256411
f67v2,f65r,0.6808510638297872
f100v,f68r1,0.7435897435897436
f8r,f42v,0.7704485488126649
f31v,f48r,0.7142857142857143
f68v2,f89v2,0.7411003236245954
f88r,f89v1,0.7467700258397932
f35v,f35r,0.6681034482758621
f27v,f49v,0.6349206349206349
f72r3,f72v2,0.7803030303030303
f96v,f10v,0.6534653465346535
f81r,f78v,0.7838827838827839
f84v,f78v,0.8003246753246753
f13v,f5v,0.5657142857142857
f1r,f8r,0.8273092369477911
f34r,f40v,0.7242424242424242
f65r,f67v2,0.6808510638297872
f20v,f7r,0.6578947368421053
f25r,f11r,0.5588235294117647
f99v,f89v2,0.7550432276657061
f72v3,f11v,0.7235772357723578
f28r,f13v,0.61
f68v3,f68r3,0.7513227513227513
f6r,f52v,0.6475770925110133
f95v1,f41v,0.7348242811501597
f50v,f40v,0.6539923954372624
f31r,f41v,0.6966292134831461
f41r,f31r,0.7058823529411765
f52r,f13v,0.6372093023255814
f102v1,f102r2,0.7456140350877193
f37r,f22v,0.6296296296296297
f101r1,f17v,0.7857142857142857
f3v,f52r,0.6864406779661016
f7r,f2v,0.6047619047619047
f79r,f80r,0.8253521126760563
f8v,f6r,0.7333333333333333
f90r1,f65v,0.6727272727272727
f18r,f16v,0.6710526315789473
f19v,f5v,0.6
f75v,f78v,0.8119935170178282
f84r,f84v,0.8294117647058824
f103r,f108v,0.8487229862475442
f113r,f106r,0.8597449908925319
f16r,f16v,0.688034188034188
f32r,f19r,0.6333333333333333
f17r,f11v,0.675
f69r,f68v3,0.782608695652174
f39v,f55r,0.7155963302752294
f57r,f40v,0.7159090909090909
f89r1,f88v,0.7518987341772152
f1v,f90r1,0.6851063829787234
f100r,f102r1,0.75
f26r,f95v2,0.6513761467889908
f71v,f72r1,0.7214285714285714
f22v,f11r,0.625
f52v,f6r,0.6475770925110133
f78r,f84v,0.810064935064935
f107v,f112r,0.8459743290548425
f79v,f84v,0.8232695139911634
f90r2,f10v,0.6024096385542169
f66v,f95v1,0.7414330218068536
f89r2,f89v1,0.7869565217391304
f106r,f114v,0.847457627118644
f72r2,f72r1,0.6988847583643123
f67r1,f68v3,0.7985436893203883
f108r,f103v,0.8571428571428571
f37v,f5v,0.6441441441441441
f5r,f2v,0.6055555555555555
